STATE,SITE_ID,COMMENTS,CONTROL,ORIGIN,TRAP_NUMBER,DATE_TRAP_SAMPLED,NUMBER_S.AGRILI_INDIVIDUALS,NUMBER_T.PLANIPENNISI_INDIVIDUALS,NUMBER_O.AGRILI,NUMBER_OF_S.AGRILI_CLUTCHES,NUMBER_OF_T.PLANIPENNISI_CLUTCHES,NUMBER_OF_ATANYCHOLUS,SAMPLE METHOD,NUMBER OF SAMPLES,POSSIBLE_EAB_PARASITOID_RECOVERED,DATE_SAMPLE_SHIPPED,SAMPLE_SHIPPED_TO,POINT_X,POINT_Y,COMMENTS_LAB,USER_ID,SITE_NAME,NUMBER_S.GALINAE_CLUTCHES
Pennsylvania,"2,553",Oobius agrili - an adult inside one EAB egg with visible appendages.,0,Program,2553,"9/22/2016, 8:00 PM",0,0,1,0,0,0,Egg Collection,1,Yes,,,-76.66,41.81,,PArelease11,Mt. Pisgah State Park,0
Michigan,"1,798",,0,Research,BFC6046,"9/7/2015, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,40,Yes,,,-84.6,42.59,"1 Male T. planipennisi, ID by E.E.Morris",eemorris,BFPKLT_C,0
Michigan,"1,773",,0,Research,BFR6062,"8/14/2015, 8:00 PM",0,3,0,0,0,0,Yellow Pan Traps,40,Yes,,,-84.59,42.59,"3 Female T. planipennisi, ID by E.E.Morris",eemorris,BFPKLT,0
Michigan,"1,773",Delta trap with sticky paper equipped with a synthetic male T. planipennisi lure provided by A.Cosse,0,Research,BFR6065,"8/24/2015, 8:00 PM",0,1,1,0,0,0,Other,40,Yes,,,-84.6,42.59,"1 Female T. planipennisi, and 1 Female O. agrili ID by E.Erin Morris.",eemorris,BFPKLT,0
Colorado,"2,690",Trap approx. 0.85 km from nearest release,0,Program,R-1,"7/24/2016, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,1,Yes,"9/12/2016, 8:00 PM",Juli Gould,-105.26,40,Oobius agrili confirmed by Jason Mottern,eabco,Boulder Creek,0
,"2,735",,0,Research,Wildwood,"4/4/2016, 8:00 PM",0,53,1,0,0,0,Logs in Tubes,115,Yes,,,-81.06,43.25,,gcjones,Wildwood CA,0
Michigan,,Date sample collected is an estimate and will be confirmed later by Ben Slager,0,,Wigwam1,"12/31/2015, 7:00 PM",0,15,0,0,1,0,Tree Debarking,1,Yes,,,-83.85,44,ID of T.planipennisi: Ben Slager,lsbauer,,0
New York,"2,964",,0,Research,NY02 2015,"9/22/2015, 8:00 PM",0,45,0,0,2,3,Tree Debarking,3,Yes,,,-73.89,42.12,All identified by Dr. Jian Duan USDA-ARS,rcrandall,Site 6: Roundtop Rd. (DUBAC),0
New York,"2,959",,0,Research,NY01 2015,"9/23/2015, 8:00 PM",0,118,0,0,9,1,Tree Debarking,3,Yes,,,-73.91,42,9 Phasgonophora sulcata (6 clutches) All identified by Dr. Jian Duan USDA-ARS,rcrandall,Site 1: Historic Hudson Valley (REDHOOK),0
Connecticut,"2,968",,0,Research,CT01 2016,"10/9/2016, 8:00 PM",0,335,0,0,18,2,Tree Debarking,4,Yes,,,-73.02,41.66,* 6 of the Tetrastichus broods did not have individual larvae counts; 5 Spathius clutches totaling 36 individuals. 4 of the six cluthes (26 individuals) confirmed to be S. galinae by Juli Gould and Yunke Wu of USDA-APHIS; 3 Phasgonophora sulcata,rcrandall,Site 11: Town Hill Rd. (CT01),0
Connecticut,"2,967",,0,Research,CT02 2016,"10/9/2016, 8:00 PM",0,0,0,0,1,0,Tree Debarking,4,Yes,,,-73.02,41.66,No count given on Tetrastichus brood; 1 Phasgonophora sulcata; 1 Spathius brood with 3 individuals (No species ID),rcrandall,Site 9: Town Hill Rd. (CT02),0
Connecticut,"2,872",,0,Program,CT03 2016,"10/10/2016, 8:00 PM",0,133,0,0,8,0,Tree Debarking,4,Yes,,,-72.66,41.59,1 Tetrastichus brood not counted; 1 Phasgonophora sulcata; 1 S. galinae brood with 7 individuals (S. galinae confirmed by Juli Gould and Yunke Wu of USDA-APHIS),rcrandall,Cromwell Meadows,0
New York,"2,959",,0,Research,NY01 2016,"10/12/2016, 8:00 PM",0,84,0,0,3,1,Tree Debarking,4,Yes,,,-73.91,42,14 Spathius clutches with 66 individuals; 32 Clutches of Phasgonophora sulcata with 33 individuals; 8 of the clutches were confirmed to be S. galinae by Juli Gould and Yunke Wu of USDA-APHIS,rcrandall,Site 1: Historic Hudson Valley (REDHOOK),0
New York,"2,964",,0,Research,NY02 2016,"10/11/2016, 8:00 PM",0,67,0,0,1,0,Tree Debarking,4,Yes,,,-73.89,42.12,2 Spathius broods (no species ID),rcrandall,Site 6: Roundtop Rd. (DUBAC),0
Connecticut,"2,872","Identified by Ryan Crandall UMASS-Amherst, ID supported by Jian Duan of USDA-ARS. Black EAB egg with circular exit hole on top of the egg.",0,Program,2OobBS'16,"4/17/2017, 8:00 PM",0,0,1,0,0,0,Bark Sifting,5,Yes,,,-72.66,41.59,Black EAB egg with circular exit hole on top of the egg.,rcrandall,Cromwell Meadows,0
Connecticut,"2,968","Identified by Ryan Crandall UMASS-Amherst, ID supported by Jian Duan of USDA-ARS. Black EAB egg with circular exit hole on top of the egg.",0,Research,1OobBS'16,"4/20/2016, 8:00 PM",0,0,1,0,0,0,Bark Sifting,5,Yes,,,-73.02,41.66,Black EAB egg with circular exit hole on top of the egg.,rcrandall,Site 11: Town Hill Rd. (CT01),0
Maryland,"1,872",null,0,Program,ChrisMar,"11/3/2010, 8:00 PM",0,,0,0,1,0,Tree Debarking,1,Yes,,Jian Duan,-76.9,38.77,Data provided by Jian Duan.,juligould,Mar,0
Michigan,32,null,0,Research,Ionia1014,"11/9/2014, 7:00 PM",0,150,0,0,3,5,Tree Debarking,4,Yes,,Ben Sorenson,-85.11,42.96,1 tree had 2 broods; 1 tree had 1 brood. T. planipennisi and Atanycolus confirmed (Juli Gould),juligould,ION,0
Ohio,36,,0,Research,VanBur14,"11/14/2014, 7:00 PM",0,68,0,0,1,0,Tree Debarking,4,Yes,,Ben Sorenson,-83.62,41.13,1 Tree 1 brood. Tetrastichus confirm¿¿ (Juli Gould),juligould,vbr,0
Michigan,17,null,0,Research,tusg,"11/20/2014, 7:00 PM",0,38,0,0,1,3,Tree Debarking,4,Yes,,Ben Sorenson,-83.34,43.43,1 tree had 1 brood. Atanycolus + T. planipennisi confirmed (Juli Gould),juligould,tusg,0
Michigan,"1,765",,0,Research,LKEMP,"1/13/2015, 7:00 PM",0,129,0,0,7,0,Tree Debarking,4,Yes,,Ben Sorenson,-83.2,42.08,1 tree 2 broods; 1 tree 5 broods; 1 tree 3 broods,juligould,LKEMP,0
Michigan,"2,108",,0,Research,LKEMPC15,"2/5/2015, 7:00 PM",1,138,0,1,9,4,Tree Debarking,4,Yes,,Ben Sorenson,-83.21,42.07,1 tree 5 tet broods; 1 tree 2 tet broods and 1 spat brood. T. planipennisi and S. agrili confirmed (Juli Gould),juligould,LKEMP_C,1
Michigan,"1,764",,0,Research,WMPKS15,"2/5/2015, 7:00 PM",0,355,0,0,13,1,Tree Debarking,4,Yes,,Ben Sorenson,-83.37,42.13,1 tree had 12 broods; 1 tree had 1 brood. T. planipennisi confirmed (Juli Gould),juligould,WMPKS,0
Michigan,"2,110",Ben Sorenson,0,Research,PNKSLC16,"12/26/2016, 7:00 PM",0,311,0,0,8,0,Tree Debarking,4,Yes,,,-83.97,42.42,1 tree had 3 broods; 1 tree had 3 broods; 1 tree had 2 broods. T. planipennisi found (Juli Gould),juligould,PNKSL_C,0
Michigan,"1,760",Ben Sorenson,0,Research,WLPLKR16,"12/22/2016, 7:00 PM",0,27,0,0,2,3,Tree Debarking,4,Yes,,,-84.24,42.33,1 tree had 2 broods. T. planipennisi found (Juli Gould),juligould,WLPLK,0
Michigan,"2,109",,0,Research,WLPLKC16,"12/28/2016, 7:00 PM",0,154,0,0,5,2,Tree Debarking,4,Yes,,Ben Sorenson,-84.24,42.33,1 tree had 3 broods; 1 tree had 2 broods. T. planipennisi found (Juli Gould),juligould,WLPLK_C,0
Maryland,"2,388",null,0,Research,Devil13,"4/16/2013, 8:00 PM",0,0,0,0,1,0,Tree Debarking,9,Yes,,Jian Duan,-78.43,39.6,null,juligould,Devil's Alley,0
Maryland,,,0,,FloralPar,"10/10/2011, 8:00 PM",0,0,0,0,1,0,Logs in Tubes,1,Yes,,Jian Duan,-76.94,38.71,Rearing Barrel,juligould,,0
Maryland,,null,0,,FloralPar,"3/7/2011, 7:00 PM",0,0,0,0,1,7,Tree Debarking,1,Yes,,Jian Duan,-76.94,38.71,null,juligould,,0
Maryland,"1,484",13-Feb-13 22-Feb-13 26-Feb-13 28-Feb-13,0,Program,Gallahan,"2/12/2013, 7:00 PM",0,0,0,6,4,2,Tree Debarking,10,Yes,,Jian Duan,-76.97,38.71,,juligould,GALLAHAN,0
Maryland,"1,484",24-Feb-14 25-Apr-14,0,Program,Gallahan,"2/23/2014, 7:00 PM",0,0,0,0,4,2,Tree Debarking,7,Yes,,Jian Duan,-76.97,38.71,,juligould,GALLAHAN,0
Maryland,"1,484",,0,Program,Gallahan,"4/2/2015, 8:00 PM",0,0,0,0,7,7,Tree Debarking,4,Yes,,Jian Duan,-76.97,38.71,,juligould,GALLAHAN,0
Maryland,"1,955",1-Mar-13 5-Mar-13,0,Program,Gardner,"2/28/2013, 7:00 PM",0,0,0,1,0,1,Tree Debarking,0,Yes,,Jian Duan,-76.95,38.69,,juligould,Gardner,0
Maryland,"1,749",14-Mar-13 3-Apr-13 24-Apr-13,0,Program,Gridge,"3/13/2013, 8:00 PM",0,8,0,0,0,0,Tree Debarking,14,Yes,,,-78.49,39.62,,juligould,GR1,0
Maryland,"1,749",9-Apr-14 24-Apr-14,0,Program,Gridge,"4/8/2014, 8:00 PM",0,0,0,0,1,0,Tree Debarking,6,Yes,,Jian Duan,-78.49,39.62,,juligould,GR1,0
Maryland,"1,749",,0,Program,Gridge,"3/31/2015, 8:00 PM",0,0,0,0,11,2,Tree Debarking,5,Yes,,Jian Duan,-78.49,39.62,,juligould,GR1,0
Maryland,"1,872",13-Aug-10 25-Aug-10 1-Sep-10 13-Sep-10 15-Sep-10 16-Sep-10 17-Sep-10 22-Sep-10 23-Sep-10 24-Sep-10 27-Sep-10 28-Sep-10 29-Sep-10 30-Sep-10 4-Oct-10 6-Oct-10 30-Nov-10 1-Dec-10 9-Dec-10,0,Program,Mardella,"8/12/2010, 8:00 PM",0,0,0,1,10,0,Tree Debarking,7,Yes,,Jian Duan,-76.9,38.78,,juligould,Mar,0
Maryland,"1,872",20-Jan-11 24-Jan-11 28-Feb-11 25-May-11 26-May-11,0,Program,Mardella,"1/19/2011, 7:00 PM",0,0,0,2,6,2,Tree Debarking,4,Yes,,Jian Duan,-76.91,38.78,,juligould,Mar,0
Maryland,"1,832",,0,Program,Oldtwnrln,"3/26/2013, 8:00 PM",0,0,0,2,0,0,Tree Debarking,10,Yes,,Jian Duan,-78.46,39.62,,juligould,GRSF3,0
Maryland,"1,832",3-Apr-13 23-Apr-13 24-Apr-13,0,Program,Oldtwnrln,"4/2/2013, 8:00 PM",0,0,0,0,16,11,Tree Debarking,11,Yes,,Jian Duan,-78.47,39.59,,juligould,GRSF3,0
Maryland,"1,836",,0,Program,PadCorner,"2/7/2012, 7:00 PM",0,0,0,0,2,0,Tree Debarking,2,Yes,,Jian Duan,-76.93,38.79,,juligould,Temple Hill 1,0
Maryland,"2,239",,0,Program,Patuxent,"2/24/2014, 7:00 PM",0,0,0,0,1,0,Logs in Tubes,1,Yes,,Jian Duan,-76.96,38.52,,juligould,Patuxent Dr,0
Maryland,,22-Jan-13 23-Jan-13,0,,PisParCTL,"1/21/2013, 7:00 PM",0,0,0,0,2,0,Logs in Tubes,1,Yes,,Jian Duan,-76.95,38.71,,juligould,,0
Maryland,,7-Oct-14 29-Oct-14 18-Nov-14 9-Dec-14 11-Dec-14,0,,PisParCTL,"10/6/2014, 8:00 PM",0,0,0,0,5,0,Logs in Tubes,1,Yes,,Jian Duan,-76.95,38.71,,juligould,,0
Maryland,,,0,,PiscRDCTL,"4/9/2014, 8:00 PM",0,0,0,0,2,0,Tree Debarking,5,Yes,,,-77,38.7,,juligould,,0
Maryland,"1,956",,0,Program,Sharper,"3/20/2013, 8:00 PM",0,0,0,1,0,0,Tree Debarking,10,Yes,,Jian Duan,-76.97,38.66,,juligould,Sharperville,0
Maryland,"1,956",,0,Program,Sharper,"4/9/2014, 8:00 PM",0,0,0,0,7,0,Tree Debarking,5,Yes,,Jian Duan,-76.97,38.66,,juligould,Sharperville,0
Maryland,"1,840",25-May-10 10-Aug-10 11-Aug-10,0,Program,SouthHill,"5/24/2010, 8:00 PM",0,0,0,2,1,0,Tree Debarking,5,Yes,,Jian Duan,-76.9,38.71,,juligould,South Hill,0
Maryland,"1,840",,0,Program,SouthHill,"2/6/2012, 7:00 PM",0,0,0,1,0,0,Tree Debarking,2,Yes,,Jian Duan,-76.9,38.7,,juligould,South Hill,0
Maryland,"1,485",21-Feb-13 14-Mar-13 9-Apr-13,0,Program,TaylorC,"2/20/2013, 7:00 PM",0,0,0,0,4,0,Tree Debarking,14,Yes,,Jian Duan,-76.98,38.7,,juligould,TAYLOR,0
Maryland,"1,485",,0,Program,TaylorC,"4/20/2015, 8:00 PM",0,0,0,0,1,0,Tree Debarking,6,Yes,,Jian Duan,-76.98,38.7,,juligould,TAYLOR,0
Maryland,,,0,,TemhilCTL,"1/10/2012, 7:00 PM",0,0,0,0,1,0,Logs in Tubes,1,Yes,,Jian Duan,-76.92,38.77,,juligould,,0
Maryland,"1,943",,0,Program,Wpike,"3/13/2013, 8:00 PM",0,0,0,0,1,0,Logs in Tubes,1,Yes,,Jian Duan,-78.24,39.7,,juligould,Western Pike,0
Maryland,,8-Apr-14 18-Apr-14 24-Apr-14,0,,YonkBCTRL,"4/7/2014, 8:00 PM",0,0,0,0,5,1,Tree Debarking,6,Yes,,Jian Duan,-78.39,39.64,,juligould,,0
Maryland,,,0,,YonkBCTRL,"5/6/2015, 8:00 PM",0,0,0,0,9,0,Tree Debarking,4,Yes,,Jian Duan,-78.39,39.64,,juligould,,0
Missouri,"1,979",null,0,Program,Miltaryrd,"9/12/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,6,Yes,"10/31/2016, 8:00 PM",JULI GOULD,-90.46,37.12,2 Tetrastichus planipennisi confirmed by J. Gould,moeab,Military Rd,0
New York,"2,099",,0,Program,W.YardRd,"6/29/2016, 8:00 PM",0,4,0,0,0,0,Yellow Pan Traps,10,Yes,,Juli Gould,-73.86,42.57,4 females,juligould,"West Yard Road, Selkirk, NY",0
Michigan,"2,107",,0,Research,WMPKNC,"2/6/2015, 7:00 PM",0,41,0,0,2,1,Tree Debarking,4,Yes,,Ben Sorenson,-83.42,42.17,Date Aprox.;1 tree with 1 brood; 1 tree with 1 brood. T. planipennisi confirmed (Juli Gould),juligould,WMPKN_C,0
Michigan,"1,759",,0,Research,PNKSL,"12/25/2016, 7:00 PM",0,19,0,0,2,0,Tree Debarking,4,Yes,,Ben Sorenson,-83.97,42.42,Date Aprox.;1 tree had 2 broods. T. planipennisi found (Juli Gould),juligould,PNKSL,0
New York,"2,099",,0,Program,W.YardRd,"6/8/2016, 8:00 PM",0,6,0,0,0,1,Yellow Pan Traps,12,Yes,,,-73.86,42.57,4 female and 2 male tets.,juligould,"West Yard Road, Selkirk, NY",0
New York,"2,099",,0,Program,W.YardRd,"8/17/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,8,Yes,,Juli Gould,-73.86,42.57,1 female and 1 male tet; 3 phas,juligould,"West Yard Road, Selkirk, NY",0
New York,"1,743",,0,Research,DOT,"9/3/2012, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79,42.16,T. planipennisi confirmed (Juli Gould),juligould,DOT North,0
New York,"1,743",,0,Research,DOT,"4/8/2013, 8:00 PM",0,15,0,0,1,0,Tree Debarking,4,Yes,,,-79,42.16,T. Planipennisi confirmed (Juli Gould),juligould,DOT North,0
New York,"1,740",,0,Research,Leggs Mil,"9/3/2012, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,,-74,41.99,T. planipennisi found (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740",,0,Research,Leggs Mil,"3/10/2013, 8:00 PM",21,0,0,4,0,0,Tree Debarking,4,Yes,,,-74,41.99,S. agrili confirmed (Juli Gould),juligould,Leggs Mills Road,0
Maryland,,,0,,PiscPark,"10/17/2013, 8:00 PM",0,1,0,0,0,0,Logs in Tubes,1,Yes,,,-76.95,38.71,,juligould,,0
Maryland,,,0,,PiscPark,"10/23/2013, 8:00 PM",0,1,0,0,0,0,Logs in Tubes,1,Yes,,,-76.95,38.71,,juligould,,0
Maryland,,,0,,PiscPark,"10/24/2013, 8:00 PM",0,1,0,0,0,0,Logs in Tubes,1,Yes,,,-76.95,38.71,,juligould,,0
Maryland,,,0,,PiscPark,"10/29/2013, 8:00 PM",0,1,0,0,0,0,Logs in Tubes,1,Yes,,,-76.95,38.71,,juligould,,0
Maryland,,,0,,PiscPark,"10/31/2013, 8:00 PM",0,1,0,0,0,0,Logs in Tubes,1,Yes,"10/31/2013, 8:00 PM",,-76.95,38.71,,juligould,,0
Tennessee,"2,047",null,0,Program,Cactus,"4/4/2013, 8:00 PM",1,0,0,0,0,0,Logs in Tubes,3,Yes,,Greg Wiggins,-84.09,35.84,null,juligould,Haven Hill/Cactus Cove,0
Michigan,62,null,0,,power99,"10/31/2012, 8:00 PM",0,0,1,0,0,0,Egg Collection,12,Yes,,Andrew Storer,-86.51,45.87,O. agrili confirmed (Juli Gould),juligould,,0
Ohio,36,null,0,Research,vbr,"2/22/2010, 7:00 PM",126,0,0,23,0,0,Tree Debarking,4,Yes,,Juli Gould,-83.62,41.13,null,juligould,vbr,0
Ohio,36,,0,Research,vbr,"2/22/2010, 7:00 PM",0,0,3,0,0,0,Bark in Tubes,11,Yes,,Leah Bauer,-83.62,41.13,,juligould,vbr,0
Ohio,36,,0,Research,vbr,"9/30/2012, 8:00 PM",0,0,2,0,3,0,Tree Debarking,4,Yes,,Juli Gould,-83.62,41.13,,juligould,vbr,0
Ohio,38,,0,Research,vbrc,"9/30/2012, 8:00 PM",0,0,28,0,0,0,Tree Debarking,4,Yes,,,-83.63,41.13,,juligould,vbr_C,0
New York,"1,739",,0,Research,Bristol,"7/24/2016, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,15,Yes,,Jason Mottern,-73.93,42.11,O. agrili confirmed (Jason Mottern),juligould,Bristol Beach,0
New Hampshire,,"debarked trees were part of Joe Francese's study. Two galleries were found with parasitoids inside, I am not sure if they were from the same tree or not, but he will have that information.",0,,Silk Farm,"4/9/2017, 8:00 PM",0,0,0,0,2,0,Tree Debarking,12,Yes,"4/11/2017, 8:00 PM",Juli Gould,-71.57,43.18,,MollyHeuss,,0
New York,"1,751",,0,Research,Conewango,"5/28/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,,-78.97,42.17,T. planipennisi confirmed (Juli Gould),juligould,Conewango Road,0
New York,"1,751",,0,Research,Conewango,"7/16/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,,-78.97,42.17,T. planipennisi confirmed (Juli Gould),juligould,Conewango Road,0
New York,"1,751",,0,Research,Conewango,"7/23/2016, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,15,Yes,,Jason Mottern,-78.97,42.17,O. agrili confirmed (Juli Gould),juligould,Conewango Road,0
New York,"2,122",,0,Research,Holcim,"7/10/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.91,42.18,1 female Tet (Juli Gould),juligould,Cementon North_C,0
New York,"2,417",,0,Research,LaurenTic,"7/5/2016, 8:00 PM",0,1,0,0,0,3,Yellow Pan Traps,15,Yes,,,-73.95,42.12,Atanycolus and T. planipennisi confirmed (Juli Gould),juligould,Bristol Beach Control,0
New York,"2,417",,0,Research,LaurenTic,"7/17/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.95,42.12,"1 female Tet, 3 phas (Juli Gould)",juligould,Bristol Beach Control,0
New York,"2,417",,0,Research,LaurenTic,"6/20/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,No,,,-73.95,42.12,T. planipennisi confirmed (Juli Gould),juligould,Bristol Beach Control,0
New York,"1,740",1 female Tet,0,Research,LeggsMil,"7/11/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,T. planipennisi found (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740","2 female Tets, 2 Phas",0,Research,LeggsMil,"7/17/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-74,41.99,T. planipennisi found (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,740","1 female Tet, 1 S. floridanus and 1 Phasgonophora",0,Research,LeggsMil,"7/25/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,,-74,41.99,T. planipennisi found (Juli Gould),juligould,Leggs Mills Road,0
New York,"1,736",1 Phasgonophora,0,Research,Lehigh,"6/26/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.92,42.15,T. planipennisi (Juli Gould),juligould,Cementon North,0
New York,"1,736","O. agrili confirmed by Jason Mottern, 2 Phasgonophora",0,Research,Lehigh,"7/17/2016, 8:00 PM",0,0,1,0,0,0,Yellow Pan Traps,15,Yes,,Jason Mottern,-73.92,42.15,O. agrili (Juli Gould),juligould,Cementon North,0
New York,"1,736","1 male Tet, 1 Phasgonophora",0,Research,Lehigh,"7/24/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.92,42.15,T. planipennisi found (Juli Gould),juligould,Cementon North,0
New York,,,0,,Ormond,"5/28/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,T. planipennisi (Juli Gould),juligould,,0
New York,,1 female Tet,0,,Schoolhou,"5/21/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Schoolhou,"5/28/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,2 female Tets,0,,Schoolhou,"6/11/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Schoolhou,"6/25/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,2 female Tets,0,,Schoolhou,"7/16/2016, 8:00 PM",0,2,0,0,0,8,Yellow Pan Traps,15,Yes,,,-79.02,42.15,T. planipennisi and Atanycolus (Juli Gould),juligould,,0
New York,,,0,,Schoolhou,"9/3/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.02,42.15,T. planipennisi (Juli Gould),juligould,,0
New York,,1 native Spathius as well.,0,,Ulster L,"6/27/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,2 female Tets,0,,Ulster L,"7/18/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,1 female tet,0,,Ulster L,"7/25/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,,,0,,Ulster L,"8/22/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,12,Yes,,juli gould,-73.96,41.97,T. planipennisi (Juli Gould),juligould,,0
New York,"1,744",,0,Research,Watts,"5/28/2016, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,T. planipennisi (Juli Gould),juligould,Watts Road,0
New York,"1,744",1 female tet,0,Research,Watts,"7/23/2016, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,,Juli Gould,-79.01,42.16,T. planipennisi (Juli Gould),juligould,Watts Road,0
Wisconsin,"2,555","Tetrastichus specimens (pupae and reared adults) identified by Bill McNee, Forest Health Specialist, WI DNR",0,Program,West Bend,"5/16/2017, 8:00 PM",0,34,0,0,2,0,Tree Debarking,2,Yes,,,-88.17,43.41,null,billmcnee,Ziegler Park,0
Wisconsin,"2,554",,0,Program,SaukCreek,"5/10/2017, 8:00 PM",0,39,0,0,2,0,Tree Debarking,1,Yes,,,-87.88,43.4,"Tetrastichus pupae and reared adults identified by Bill McNee, WI DNR forest health specialist",billmcnee,Sauk Creek Nature Preserve,0
Virginia,"2,795","1 male tetrastichus from trap YDT005, also 3 EAB recovered",0,Program,DT-YPT,"5/8/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,6,Yes,"7/19/2017, 8:00 PM",Juli Gould,-77.55,38.84,1 male Tetrastichus planipennisi confirmed by Juli Gould.,tmcgonegal,Davis Tract,0
New Hampshire,"3,123",,0,,NrthFld2,"6/14/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"6/14/2017, 8:00 PM",Juli Gould,-71.54,43.42,,GarnasLaboratory,,0
New Hampshire,"3,316",,0,,Gofftown2,"6/14/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"6/14/2017, 8:00 PM",Juli Gould,-71.56,43.05,,GarnasLaboratory,,0
New Hampshire,"3,317",,0,Research,KmblPond3,"6/21/2017, 8:00 PM",0,1,0,0,0,0,Yellow Pan Traps,15,Yes,"6/21/2017, 8:00 PM",Juli Gould,-71.58,43.08,,GarnasLaboratory,Kimball Pond,0
New Hampshire,"3,314",,0,Research,Cntrbury4,"6/28/2017, 8:00 PM",1,0,0,0,0,0,Yellow Pan Traps,20,Yes,"6/28/2017, 8:00 PM",Juli Gould,-71.62,43.33,,GarnasLaboratory,Haggett Farm rd.,0
New Hampshire,"3,317",,0,Research,KmblPnd5,"7/5/2017, 8:00 PM",2,0,0,0,0,0,Yellow Pan Traps,15,Yes,"7/5/2017, 8:00 PM",Juli Gould,-71.58,43.08,,GarnasLaboratory,Kimball Pond,0
New Hampshire,"3,316",,0,Research,Gofftown5,"7/5/2017, 8:00 PM",2,0,0,0,0,0,Yellow Pan Traps,15,Yes,"7/5/2017, 8:00 PM",Juli Gould,-71.56,43.05,,GarnasLaboratory,Plimpton rd.,0
New Hampshire,,,0,,CntrBury5,"7/5/2017, 8:00 PM",2,0,0,0,0,0,Yellow Pan Traps,20,Yes,"7/5/2017, 8:00 PM",Juli Gould,-71.62,43.33,,GarnasLaboratory,,0
New Hampshire,"3,315",,0,Research,MdwPnd6,"7/11/2017, 8:00 PM",0,2,0,0,0,0,Yellow Pan Traps,15,Yes,"7/11/2017, 8:00 PM",Juli Gould,-71.41,43.41,,GarnasLaboratory,Meadow Pond State Forest,0
New Hampshire,"3,318",,0,Research,Cntrbry6,"7/11/2017, 8:00 PM",5,0,0,0,0,0,Yellow Pan Traps,20,Yes,"7/30/2017, 8:00 PM",Juli Gould,-71.62,43.33,2 EAB,GarnasLaboratory,Brookford Farm,0
